fid,tile_id,country_iso3,admin1_code,admin1_name_ko,admin1_name_en,area_km2,land_ratio,is_coastal,center_x,center_y,neighbor_ids,population,city_name_ko,city_name_en,city_class,is_capital,map_class,tile_name_code,tile_name_ko,tile_name_en,tile_name_method,tile_name_population,tile_name_overlap_km2,district_slots,district_1,district_2,district_3,primary_industry,terrain,source_year,manual_override,assignment_method,overlap_km2,assignment_score
57,KOR_P_R100034_C100016,KOR,KR-45,전북,Jeonbuk,605.2099867281541,0.5435506343711664,True,922968.1928489658,1778390.0499999998,"[""KOR_P_R100033_C100016"",""KOR_P_R100034_C100017""]",NULL,NULL,NULL,NULL,False,admin,KR-45:gunsan,군산,Gunsan,unique_representation,278289,199.51407391253258,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,192.82407173154783,0.3186068901043429
58,KOR_P_R100034_C100017,KOR,KR-45,전북,Jeonbuk,605.2099867281552,0.9724421721944032,True,949403.7049020261,1778390.0499999998,"[""KOR_P_R100033_C100016"",""KOR_P_R100033_C100017"",""KOR_P_R100034_C100016""]",NULL,NULL,NULL,NULL,False,admin,KR-45:iksan,익산,Iksan,unique_representation,308794,417.1775131911658,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,544.9670795378246,0.9004594958586001
59,KOR_P_R100034_C100018,KOR,KR-45,전북,Jeonbuk,605.2099867281561,0.9999999999999858,False,975839.2169550866,1778390.0499999998,"[""KOR_P_R100033_C100018"",""KOR_P_R100034_C100019""]",NULL,NULL,NULL,NULL,False,admin,KR-45:wanju,완주,Wanju,unique_representation,84009,476.9029960513439,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,524.0062103720827,0.865825452096269
60,KOR_P_R100034_C100019,KOR,KR-45,전북,Jeonbuk,605.2099867281541,1.000000000000007,False,1002274.7290081469,1778390.0499999998,"[""KOR_P_R100033_C100018"",""KOR_P_R100033_C100019"",""KOR_P_R100034_C100018"",""KOR_P_R100034_C100020""]",NULL,NULL,NULL,NULL,False,admin,KR-45:wanju,완주,Wanju,population_redistribution_fill,84009,1.3106748391008378,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,303.6407246768298,0.5017113585953068
61,KOR_P_R100034_C100020,KOR,KR-43,충북,Chungbuk,605.2099867281552,0.9999999999999878,False,1028710.2410612073,1778390.0499999998,"[""KOR_P_R100033_C100019"",""KOR_P_R100033_C100020"",""KOR_P_R100034_C100019""]",NULL,NULL,NULL,NULL,False,admin,KR-43:yeongdong,영동,Yeongdong,unique_representation,43680,211.04447455389356,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,294.20430358160735,0.48611938010493605
62,KOR_P_R100034_C100021,KOR,KR-47,경북,Gyeongbuk,605.2099867281552,0.9999999999999984,False,1055145.7531142677,1778390.0499999998,"[""KOR_P_R100033_C100021"",""KOR_P_R100034_C100022""]",NULL,NULL,NULL,NULL,False,admin,KR-47:gimcheon,김천,Gimcheon,unique_representation,150000,413.5464118917427,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281541,0.9999999999999984
63,KOR_P_R100034_C100022,KOR,KR-47,경북,Gyeongbuk,605.209986728157,1.0000000000000009,False,1081581.265167328,1778390.0499999998,"[""KOR_P_R100033_C100021"",""KOR_P_R100033_C100022"",""KOR_P_R100034_C100021"",""KOR_P_R100034_C100023""]",NULL,NULL,NULL,NULL,False,admin,KR-47:chilgok,칠곡,Chilgok,unique_representation,107158,350.11116002683923,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,595.7272566619854,0.9843315043140043
64,KOR_P_R100034_C100023,KOR,KR-27,대구,Daegu,605.2099867281532,0.9999999999999882,False,1108016.7772203884,1778390.0499999998,"[""KOR_P_R100033_C100022"",""KOR_P_R100033_C100023"",""KOR_P_R100034_C100022"",""KOR_P_R100034_C100024""]",2365523,대구,Daegu,metropolis,False,metropolis,KR-27:daegu,대구,Daegu,unique_representation,2365523,208.78726034670734,3,NULL,NULL,NULL,NULL,NULL,2022,False,minimum_representation,221.49081982338762,0.3659735045364946
65,KOR_P_R100034_C100024,KOR,KR-47,경북,Gyeongbuk,605.2099867281541,1.0000000000000047,False,1134452.2892734488,1778390.0499999998,"[""KOR_P_R100033_C100023"",""KOR_P_R100033_C100024"",""KOR_P_R100034_C100023"",""KOR_P_R100034_C100025""]",NULL,NULL,NULL,NULL,False,admin,KR-47:yeongcheon,영천,Yeongcheon,unique_representation,113807,556.6706406791677,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.209986728157,1.0000000000000047
66,KOR_P_R100034_C100025,KOR,KR-47,경북,Gyeongbuk,605.2099867281541,0.9645564955505522,True,1160887.801326509,1778390.0499999998,"[""KOR_P_R100033_C100024"",""KOR_P_R100033_C100025"",""KOR_P_R100034_C100024""]",520305,포항,Pohang,city,False,city,KR-47:pohang,포항,Pohang,dominant_overlap_fill,520305,296.8146519690571,2,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,583.7592238707047,0.9645564955505522
67,KOR_P_R100035_C100016,KOR,KR-44,충남,Chungnam,605.2099867281494,1.0000000000000078,False,936185.9488754959,1801283.875,"[""KOR_P_R100035_C100017"",""KOR_P_R100036_C100016"",""KOR_P_R100036_C100017""]",NULL,NULL,NULL,NULL,False,admin,KR-44:buyeo,부여,Buyeo,unique_representation,95213,393.29346147633646,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281541,1.0000000000000078
68,KOR_P_R100035_C100017,KOR,KR-44,충남,Chungnam,605.2099867281504,1.0000000000000016,False,962621.4609285563,1801283.875,"[""KOR_P_R100035_C100016"",""KOR_P_R100036_C100017""]",NULL,NULL,NULL,NULL,False,admin,KR-44:nonsan,논산,Nonsan,unique_representation,108883,379.7583881824751,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,567.8764614889936,0.9383131044466285
69,KOR_P_R100035_C100018,KOR,KR-44,충남,Chungnam,605.2099867281513,0.9999999999999984,False,989056.9729816167,1801283.875,"[""KOR_P_R100035_C100019"",""KOR_P_R100036_C100018"",""KOR_P_R100036_C100019""]",NULL,NULL,NULL,NULL,False,admin,KR-44:geumsan,금산,Geumsan,unique_representation,60740,218.51856446684837,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,440.7777221990194,0.728305434254191
70,KOR_P_R100035_C100019,KOR,KR-43,충북,Chungbuk,605.2099867281513,0.9999999999999906,False,1015492.4850346771,1801283.875,"[""KOR_P_R100035_C100018"",""KOR_P_R100035_C100020"",""KOR_P_R100036_C100019"",""KOR_P_R100036_C100020""]",NULL,NULL,NULL,NULL,False,admin,KR-43:okcheon,옥천,Okcheon,unique_representation,56634,226.46582325804948,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,579.9401864211502,0.9582462271589186
71,KOR_P_R100035_C100020,KOR,KR-47,경북,Gyeongbuk,605.2099867281513,1.000000000000011,False,1041927.9970877374,1801283.875,"[""KOR_P_R100035_C100019"",""KOR_P_R100035_C100021"",""KOR_P_R100036_C100020""]",NULL,NULL,NULL,NULL,False,admin,KR-47:sangju,상주,Sangju,dominant_overlap_fill,NULL,149.66204326892662,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,365.7069638126001,0.6042645888737931
72,KOR_P_R100035_C100021,KOR,KR-47,경북,Gyeongbuk,605.2099867281523,0.9999999999999952,False,1068363.509140798,1801283.875,"[""KOR_P_R100035_C100020"",""KOR_P_R100035_C100022"",""KOR_P_R100036_C100021"",""KOR_P_R100036_C100022""]",NULL,NULL,NULL,NULL,False,admin,KR-47:gumi,구미,Gumi,unique_representation,374654,365.9291120341258,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281494,0.9999999999999952
73,KOR_P_R100035_C100022,KOR,KR-47,경북,Gyeongbuk,605.2099867281504,0.9999999999999984,False,1094799.0211938582,1801283.875,"[""KOR_P_R100035_C100021"",""KOR_P_R100035_C100023"",""KOR_P_R100036_C100022"",""KOR_P_R100036_C100023""]",NULL,NULL,NULL,NULL,False,admin,KR-47:gunwi,군위,Gunwi,unique_representation,34293,312.2201613412709,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281494,0.9999999999999984
74,KOR_P_R100035_C100023,KOR,KR-47,경북,Gyeongbuk,605.2099867281504,1.0000000000000016,False,1121234.5332469186,1801283.875,"[""KOR_P_R100035_C100022"",""KOR_P_R100035_C100024"",""KOR_P_R100036_C100023"",""KOR_P_R100036_C100024""]",NULL,NULL,NULL,NULL,False,admin,KR-47:uiseong,의성,Uiseong,dominant_overlap_fill,71216,205.53971637118434,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281513,1.0000000000000016
75,KOR_P_R100035_C100024,KOR,KR-47,경북,Gyeongbuk,605.2099867281504,1.0000000000000047,False,1147670.045299979,1801283.875,"[""KOR_P_R100035_C100023"",""KOR_P_R100036_C100024"",""KOR_P_R100036_C100025""]",520305,포항,Pohang,city,False,city,KR-47:pohang,포항,Pohang,unique_representation,520305,407.56962072609804,2,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281532,1.0000000000000047
76,KOR_P_R100036_C100016,KOR,KR-44,충남,Chungnam,605.2099867281541,0.9121565136729889,True,922968.1928489658,1824177.7,"[""KOR_P_R100035_C100016"",""KOR_P_R100036_C100017"",""KOR_P_R100037_C100015"",""KOR_P_R100037_C100016""]",NULL,NULL,NULL,NULL,False,admin,KR-44:hongseong,홍성,Hongseong,unique_representation,98866,109.18344972749233,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,552.0462315340291,0.9121565136729889
77,KOR_P_R100036_C100017,KOR,KR-44,충남,Chungnam,605.2099867281552,0.9999999999999959,False,949403.7049020261,1824177.7,"[""KOR_P_R100035_C100016"",""KOR_P_R100035_C100017"",""KOR_P_R100036_C100016"",""KOR_P_R100037_C100016"",""KOR_P_R100037_C100017""]",NULL,NULL,NULL,NULL,False,admin,KR-44:gongju,공주,Gongju,unique_representation,101695,220.16089892119504,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,600.2731840544567,0.9918428268172054
78,KOR_P_R100036_C100018,KOR,KR-30,대전,Daejeon,605.2099867281561,0.9999999999999898,False,975839.2169550866,1824177.7,"[""KOR_P_R100035_C100018"",""KOR_P_R100036_C100019"",""KOR_P_R100037_C100018""]",1441203,대전,Daejeon,metropolis,False,metropolis,KR-30:daejeon,대전,Daejeon,unique_representation,1441203,112.04119476596945,3,NULL,NULL,NULL,NULL,NULL,2022,False,minimum_representation,162.53594740037536,0.2685612447987943
79,KOR_P_R100036_C100019,KOR,KR-43,충북,Chungbuk,605.2099867281541,0.9999999999999969,False,1002274.7290081469,1824177.7,"[""KOR_P_R100035_C100018"",""KOR_P_R100035_C100019"",""KOR_P_R100036_C100018"",""KOR_P_R100036_C100020"",""KOR_P_R100037_C100018"",""KOR_P_R100037_C100019""]",NULL,NULL,NULL,NULL,False,admin,KR-43:okcheon,옥천,Okcheon,dominant_overlap_fill,56634,153.3450785375347,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,477.8136094906206,0.7895005369520497
80,KOR_P_R100036_C100020,KOR,KR-43,충북,Chungbuk,605.2099867281552,0.9999999999999921,False,1028710.2410612073,1824177.7,"[""KOR_P_R100035_C100019"",""KOR_P_R100035_C100020"",""KOR_P_R100036_C100019"",""KOR_P_R100037_C100019"",""KOR_P_R100037_C100020""]",NULL,NULL,NULL,NULL,False,admin,KR-43:boeun,보은,Boeun,unique_representation,43245,292.0762600167222,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,399.0688637208383,0.6593890921699047
81,KOR_P_R100036_C100021,KOR,KR-47,경북,Gyeongbuk,605.2099867281552,0.9999999999999984,False,1055145.7531142677,1824177.7,"[""KOR_P_R100035_C100021"",""KOR_P_R100036_C100022"",""KOR_P_R100037_C100021""]",NULL,NULL,NULL,NULL,False,admin,KR-47:sangju,상주,Sangju,unique_representation,NULL,602.2241090545607,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281541,0.9999999999999984
82,KOR_P_R100036_C100022,KOR,KR-47,경북,Gyeongbuk,605.209986728157,1.0000000000000016,False,1081581.265167328,1824177.7,"[""KOR_P_R100035_C100021"",""KOR_P_R100035_C100022"",""KOR_P_R100036_C100021"",""KOR_P_R100036_C100023"",""KOR_P_R100037_C100021"",""KOR_P_R100037_C100022""]",NULL,NULL,NULL,NULL,False,admin,KR-47:uiseong,의성,Uiseong,unique_representation,71216,422.89141249084855,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.209986728158,1.0000000000000016
83,KOR_P_R100036_C100023,KOR,KR-47,경북,Gyeongbuk,605.2099867281532,1.0000000000000047,False,1108016.7772203884,1824177.7,"[""KOR_P_R100035_C100022"",""KOR_P_R100035_C100023"",""KOR_P_R100036_C100022"",""KOR_P_R100036_C100024"",""KOR_P_R100037_C100022"",""KOR_P_R100037_C100023""]",NULL,NULL,NULL,NULL,False,admin,KR-47:andong,안동,Andong,population_redistribution_fill,167942,217.7798113710661,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281561,1.0000000000000047
84,KOR_P_R100036_C100024,KOR,KR-47,경북,Gyeongbuk,605.2099867281541,1.0000000000000047,False,1134452.2892734488,1824177.7,"[""KOR_P_R100035_C100023"",""KOR_P_R100035_C100024"",""KOR_P_R100036_C100023"",""KOR_P_R100036_C100025"",""KOR_P_R100037_C100023"",""KOR_P_R100037_C100024""]",NULL,NULL,NULL,NULL,False,admin,KR-47:cheongsong,청송,Cheongsong,unique_representation,31313,382.0054099891493,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.209986728157,1.0000000000000047
85,KOR_P_R100036_C100025,KOR,KR-47,경북,Gyeongbuk,605.2099867281541,0.9562294370019537,True,1160887.801326509,1824177.7,"[""KOR_P_R100035_C100024"",""KOR_P_R100036_C100024"",""KOR_P_R100037_C100024""]",NULL,NULL,NULL,NULL,False,admin,KR-47:yeongdeok,영덕,Yeongdeok,unique_representation,52697,442.43953764735124,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,578.7196048770228,0.9562294370019537
86,KOR_P_R100037_C100015,KOR,KR-44,충남,Chungnam,605.2099867281513,0.6650099933626142,True,909750.4368224356,1847071.525,"[""KOR_P_R100036_C100016"",""KOR_P_R100037_C100016"",""KOR_P_R100038_C100015"",""KOR_P_R100038_C100016""]",NULL,NULL,NULL,NULL,False,admin,KR-44:boryeong,보령,Boryeong,positive_overlap_representation,94191,10.872875849804402,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,402.4706892570758,0.6650099933626142
87,KOR_P_R100037_C100016,KOR,KR-44,충남,Chungnam,605.2099867281476,1.0000000000000016,False,936185.9488754959,1847071.525,"[""KOR_P_R100036_C100016"",""KOR_P_R100036_C100017"",""KOR_P_R100037_C100015"",""KOR_P_R100037_C100017"",""KOR_P_R100038_C100016"",""KOR_P_R100038_C100017""]",NULL,NULL,NULL,NULL,False,admin,KR-44:yesan,예산,Yesan,unique_representation,100602,385.54358129564537,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281485,1.0000000000000016
88,KOR_P_R100037_C100017,KOR,KR-50,세종,Sejong,605.2099867281504,1.0000000000000087,False,962621.4609285563,1847071.525,"[""KOR_P_R100036_C100017"",""KOR_P_R100037_C100016"",""KOR_P_R100038_C100017""]",NULL,NULL,NULL,NULL,False,admin,KR-50:sejong,세종,Sejong,unique_representation,NULL,98.47534268270589,1,NULL,NULL,NULL,NULL,NULL,2022,False,minimum_representation,218.87477624073125,0.3616509658474058
89,KOR_P_R100037_C100018,KOR,KR-43,충북,Chungbuk,605.2099867281513,1.000000000000002,False,989056.9729816167,1847071.525,"[""KOR_P_R100036_C100018"",""KOR_P_R100036_C100019"",""KOR_P_R100037_C100019"",""KOR_P_R100038_C100018"",""KOR_P_R100038_C100019""]",852147,청주,Cheongju,city,False,city,KR-43:cheongju,청주,Cheongju,unique_representation,852147,412.4970646703815,2,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,544.7151397460503,0.900043210937175
90,KOR_P_R100037_C100019,KOR,KR-43,충북,Chungbuk,605.2099867281513,1.0000000000000016,False,1015492.4850346771,1847071.525,"[""KOR_P_R100036_C100019"",""KOR_P_R100036_C100020"",""KOR_P_R100037_C100018"",""KOR_P_R100037_C100020"",""KOR_P_R100038_C100019"",""KOR_P_R100038_C100020""]",NULL,NULL,NULL,NULL,False,admin,KR-43:jeungpyeong,증평,Jeungpyeong,positive_overlap_representation,31276,16.092889475420712,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,598.7329920597039,0.9892979382189924
91,KOR_P_R100037_C100020,KOR,KR-47,경북,Gyeongbuk,605.2099867281532,1.000000000000003,False,1041927.9970877374,1847071.525,"[""KOR_P_R100036_C100020"",""KOR_P_R100037_C100019"",""KOR_P_R100037_C100021"",""KOR_P_R100038_C100020""]",NULL,NULL,NULL,NULL,False,admin,KR-47:mungyeong,문경,Mungyeong,dominant_overlap_fill,77304,292.7816575117617,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,452.9496046218548,0.7484172676504587
92,KOR_P_R100037_C100021,KOR,KR-47,경북,Gyeongbuk,605.2099867281523,0.9999999999999984,False,1068363.509140798,1847071.525,"[""KOR_P_R100036_C100021"",""KOR_P_R100036_C100022"",""KOR_P_R100037_C100020"",""KOR_P_R100037_C100022"",""KOR_P_R100038_C100021"",""KOR_P_R100038_C100022""]",NULL,NULL,NULL,NULL,False,admin,KR-47:mungyeong,문경,Mungyeong,unique_representation,77304,314.5106830928192,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281513,0.9999999999999984
93,KOR_P_R100037_C100022,KOR,KR-47,경북,Gyeongbuk,605.2099867281504,1.0000000000000078,False,1094799.0211938582,1847071.525,"[""KOR_P_R100036_C100022"",""KOR_P_R100036_C100023"",""KOR_P_R100037_C100021"",""KOR_P_R100037_C100023"",""KOR_P_R100038_C100022"",""KOR_P_R100038_C100023""]",NULL,NULL,NULL,NULL,False,admin,KR-47:yecheon,예천,Yecheon,unique_representation,58081,243.09388753210783,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281552,1.0000000000000078
94,KOR_P_R100037_C100023,KOR,KR-47,경북,Gyeongbuk,605.2099867281504,1.0000000000000047,False,1121234.5332469186,1847071.525,"[""KOR_P_R100036_C100023"",""KOR_P_R100036_C100024"",""KOR_P_R100037_C100022"",""KOR_P_R100037_C100024"",""KOR_P_R100038_C100023"",""KOR_P_R100038_C100024""]",NULL,NULL,NULL,NULL,False,admin,KR-47:andong,안동,Andong,unique_representation,167942,592.1828053181076,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281532,1.0000000000000047
95,KOR_P_R100037_C100024,KOR,KR-47,경북,Gyeongbuk,605.2099867281504,0.9999999999999952,False,1147670.045299979,1847071.525,"[""KOR_P_R100036_C100024"",""KOR_P_R100036_C100025"",""KOR_P_R100037_C100023"",""KOR_P_R100038_C100024"",""KOR_P_R100038_C100025""]",NULL,NULL,NULL,NULL,False,admin,KR-47:uljin,울진,Uljin,positive_overlap_representation,46112,5.369072566092968,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,597.4974795190677,0.9872564772918281
96,KOR_P_R100038_C100015,KOR,KR-44,충남,Chungnam,605.2099867281504,0.6984843453286929,True,896532.6807959054,1869965.3499999999,"[""KOR_P_R100037_C100015"",""KOR_P_R100038_C100016""]",NULL,NULL,NULL,NULL,False,admin,KR-44:seosan,서산,Seosan,unique_representation,163055,224.53511042269707,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,422.72970136619904,0.6984843453286929
97,KOR_P_R100038_C100016,KOR,KR-44,충남,Chungnam,605.2099867281513,0.9751144288097809,True,922968.1928489658,1869965.3499999999,"[""KOR_P_R100037_C100015"",""KOR_P_R100037_C100016"",""KOR_P_R100038_C100015"",""KOR_P_R100038_C100017""]",NULL,NULL,NULL,NULL,False,admin,KR-44:dangjin,당진,Dangjin,unique_representation,NULL,368.8729387294104,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,590.1489905183964,0.9751144288097809
98,KOR_P_R100038_C100017,KOR,KR-44,충남,Chungnam,605.2099867281532,0.8266054871918933,True,949403.7049020261,1869965.3499999999,"[""KOR_P_R100037_C100016"",""KOR_P_R100037_C100017"",""KOR_P_R100038_C100016"",""KOR_P_R100039_C100017""]",NULL,NULL,NULL,NULL,False,admin,KR-44:asan,아산,Asan,unique_representation,242575,418.5682459965372,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,462.38557084915993,0.7640084945538964
99,KOR_P_R100038_C100018,KOR,KR-44,충남,Chungnam,605.2099867281523,1.0000000000000102,False,975839.2169550866,1869965.3499999999,"[""KOR_P_R100037_C100018"",""KOR_P_R100038_C100019"",""KOR_P_R100039_C100018""]",658831,천안,Cheonan,city,False,city,KR-44:cheonan,천안,Cheonan,unique_representation,658831,458.97490790786077,2,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,405.27257343722533,0.6696396000141771
100,KOR_P_R100038_C100019,KOR,KR-43,충북,Chungbuk,605.2099867281504,1.0,False,1002274.7290081469,1869965.3499999999,"[""KOR_P_R100037_C100018"",""KOR_P_R100037_C100019"",""KOR_P_R100038_C100018"",""KOR_P_R100038_C100020"",""KOR_P_R100039_C100018"",""KOR_P_R100039_C100019""]",NULL,NULL,NULL,NULL,False,admin,KR-43:jincheon,진천,Jincheon,unique_representation,60964,279.7359713595581,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281504,1.0
101,KOR_P_R100038_C100020,KOR,KR-43,충북,Chungbuk,605.2099867281513,1.0,False,1028710.2410612073,1869965.3499999999,"[""KOR_P_R100037_C100019"",""KOR_P_R100037_C100020"",""KOR_P_R100038_C100019"",""KOR_P_R100039_C100019"",""KOR_P_R100039_C100020""]",NULL,NULL,NULL,NULL,False,admin,KR-43:goesan,괴산,Goesan,unique_representation,44461,472.5623961810427,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281513,1.0
102,KOR_P_R100038_C100021,KOR,KR-43,충북,Chungbuk,605.2099867281513,1.0000000000000047,False,1055145.7531142677,1869965.3499999999,"[""KOR_P_R100037_C100021"",""KOR_P_R100038_C100022"",""KOR_P_R100039_C100021""]",NULL,NULL,NULL,NULL,False,admin,KR-43:danyang,단양,Danyang,positive_overlap_representation,37320,7.675756867680549,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,444.55289142849733,0.7345432183494056
103,KOR_P_R100038_C100022,KOR,KR-47,경북,Gyeongbuk,605.2099867281532,1.0000000000000078,False,1081581.265167328,1869965.3499999999,"[""KOR_P_R100037_C100021"",""KOR_P_R100037_C100022"",""KOR_P_R100038_C100021"",""KOR_P_R100038_C100023"",""KOR_P_R100039_C100021"",""KOR_P_R100039_C100022""]",NULL,NULL,NULL,NULL,False,admin,KR-47:yeongju,영주,Yeongju,dominant_overlap_fill,196000,163.77258035704614,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,334.98076668241214,0.5534951075301373
104,KOR_P_R100038_C100023,KOR,KR-47,경북,Gyeongbuk,605.2099867281494,1.0000000000000047,False,1108016.7772203884,1869965.3499999999,"[""KOR_P_R100037_C100022"",""KOR_P_R100037_C100023"",""KOR_P_R100038_C100022"",""KOR_P_R100038_C100024"",""KOR_P_R100039_C100022"",""KOR_P_R100039_C100023""]",NULL,NULL,NULL,NULL,False,admin,KR-47:yeongju,영주,Yeongju,unique_representation,196000,278.21362223617746,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,605.2099867281523,1.0000000000000047
105,KOR_P_R100038_C100024,KOR,KR-47,경북,Gyeongbuk,605.2099867281504,1.0000000000000062,False,1134452.2892734488,1869965.3499999999,"[""KOR_P_R100037_C100023"",""KOR_P_R100037_C100024"",""KOR_P_R100038_C100023"",""KOR_P_R100038_C100025"",""KOR_P_R100039_C100023"",""KOR_P_R100039_C100024""]",NULL,NULL,NULL,NULL,False,admin,KR-47:yeongyang,영양,Yeongyang,unique_representation,21385,159.28478498688412,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,601.2242419181681,0.9934142778582855
106,KOR_P_R100038_C100025,KOR,KR-42,강원,Gangwon,605.2099867281504,0.9864111322274035,True,1160887.801326509,1869965.3499999999,"[""KOR_P_R100037_C100024"",""KOR_P_R100038_C100024"",""KOR_P_R100039_C100024""]",NULL,NULL,NULL,NULL,False,admin,KR-42:samcheok,삼척,Samcheok,owner_nearest_fallback,72368,0.0,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,453.22966877111793,0.7488800229839907
107,KOR_P_R100039_C100017,KOR,KR-41,경기,Gyeonggi,605.2099867281541,0.9723780349363681,True,962621.4609285563,1892859.1749999998,"[""KOR_P_R100038_C100017""]",904267,화성,Hwaseong,city,False,city,KR-41:hwaseong,화성,Hwaseong,unique_representation,904267,59.382342519739446,2,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,582.5748881067467,0.9625995949872277
108,KOR_P_R100039_C100018,KOR,KR-41,경기,Gyeonggi,605.2099867281532,0.9999999999999992,False,989056.9729816167,1892859.1749999998,"[""KOR_P_R100038_C100018"",""KOR_P_R100038_C100019"",""KOR_P_R100039_C100019""]",1076369,용인,Yongin,metropolis,False,metropolis,KR-41:yongin,용인,Yongin,unique_representation,1076369,77.2380200649767,3,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,527.1948014913902,0.8710940219963593
109,KOR_P_R100039_C100019,KOR,KR-43,충북,Chungbuk,605.2099867281552,1.0,False,1015492.4850346771,1892859.1749999998,"[""KOR_P_R100038_C100019"",""KOR_P_R100038_C100020"",""KOR_P_R100039_C100018"",""KOR_P_R100039_C100020""]",NULL,NULL,NULL,NULL,False,admin,KR-43:eumseong,음성,Eumseong,unique_representation,90377,266.2204095198898,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,557.322073468607,0.9208738878906534
110,KOR_P_R100039_C100020,KOR,KR-43,충북,Chungbuk,605.2099867281532,0.9999999999999984,False,1041927.9970877374,1892859.1749999998,"[""KOR_P_R100038_C100020"",""KOR_P_R100039_C100019"",""KOR_P_R100039_C100021""]",NULL,NULL,NULL,NULL,False,admin,KR-43:chungju,충주,Chungju,unique_representation,218098,502.0036333411007,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,598.7041093608675,0.9892502147850246
111,KOR_P_R100039_C100021,KOR,KR-43,충북,Chungbuk,605.2099867281561,1.0,False,1068363.509140798,1892859.1749999998,"[""KOR_P_R100038_C100021"",""KOR_P_R100038_C100022"",""KOR_P_R100039_C100020"",""KOR_P_R100039_C100022""]",NULL,NULL,NULL,NULL,False,admin,KR-43:jecheon,제천,Jecheon,unique_representation,137147,278.2582579083195,1,NULL,NULL,NULL,NULL,NULL,2022,False,dominant_overlap,569.1416805231581,0.9404036499794262
